"sys_id","number","short_description","priority","urgency","impact","state","category","subcategory","opened_at","resolved_at","closed_at","location","cmdb_ci","assignment_group","sys_updated_on"
"ab273efb85bbb250b210b11f4b121b31","INC0302025","Windows Installer Error Message ","4 - Low","3 - Low","3 - Low (less than 100 users)","On Hold","Assistance","","30.03.2026 09:57:51","","","","","L1 ServiceDesk","01.04.2026 11:39:48"
"caa7fa37957bf2505df6650d2f759de1","INC0302024","Excel not opening a file","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 09:56:13","01.04.2026 08:38:40","","","","L1 ServiceDesk","01.04.2026 08:38:40"
"2da772b78477f290edc2850207094f8d","INC0302023","? Prometheus - DATH21.gva.icrc.priv - WindowsServerDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 09:56:11","31.03.2026 08:30:06","","","","MIU ICT L2 Support","31.03.2026 08:30:06"
"01a732b78477f290edc2850207094f7a","INC0302022","? Prometheus - jub-pstn-gw - AudiocodesPingDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 09:56:09","30.03.2026 10:00:52","","","","JUB ICT L2 Support","30.03.2026 10:00:52"
"50a732b78477f290edc2850207094f6b","INC0302021","? Prometheus - MIU Starlink - StarlinkStatusState","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 09:56:06","31.03.2026 14:00:06","","","","MIU ICT L2 Support","31.03.2026 14:00:06"
"a9e672bbbcb7f25048ee1fdbfeb97545","INC0302020","Lecteur des fichiers PDF ne lance pas","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 09:55:15","31.03.2026 13:43:56","","","","L1 ServiceDesk","31.03.2026 13:43:56"
"ec9a16b395bfb2505df6650d2f759d23","INC0302019","Frequent Automatic shutdown/restart of allocated ICRC laptop","4 - Low","3 - Low","3 - Low (less than 100 users)","In Progress","Hardware","","30.03.2026 09:54:54","","","","","YAN ICT L2 Support","31.03.2026 09:23:03"
"b2b67633957bf2505df6650d2f759d4f","INC0302018","Applications not loading","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 09:53:28","30.03.2026 09:55:51","","","","NAI ICT L2 Support","30.03.2026 09:55:51"
"7656723bc8373650f7c4a19afc1a2072","INC0302017","Unable to use an Excel Add In","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 09:53:16","30.03.2026 11:30:12","","","","L1 ServiceDesk","30.03.2026 11:30:12"
"21353e3b7137fa5074144e981a49cf6a","INC0302016","Laptop Charger Replacement","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware","","30.03.2026 09:47:15","30.03.2026 15:13:51","","","","ADD ICT L2 Support","30.03.2026 15:13:51"
"6a543e77953bf2505df6650d2f759d8d","INC0302015","Search not working in Outlook","4 - Low","3 - Low","3 - Low (less than 100 users)","On Hold","Degraded Service","","30.03.2026 09:41:47","","","","","TI DIWP Collaboration Productivity","01.04.2026 11:59:07"
"4d33febf84f3f290edc2850207094f3b","INC0302014","Updating owners and owner restricted group of KAB TS","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 09:41:11","30.03.2026 14:23:56","","","","IM L2 Support","30.03.2026 14:23:56"
"6c3436f7bc77f25048ee1fdbfeb97535","INC0302013","? Prometheus - KABFGT - FortigateWanLatencyDeviation","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 09:41:06","30.03.2026 10:00:53","","","","KAB ICT L2 Support","30.03.2026 10:00:53"
"6b0372bfbc37f25048ee1fdbfeb975a9","INC0302012","? Prometheus - KABFGT - FortigateWanLatencyDeviation","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 09:36:06","30.03.2026 10:15:53","","","","KAB ICT L2 Support","30.03.2026 10:15:53"
"67423637857bb250b210b11f4b121be7","INC0302011","Bitlocker recovery key GVA245910-2024","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","BitLocker","","30.03.2026 09:35:28","30.03.2026 15:50:55","","","","ABE ICT L2 Support","30.03.2026 15:50:55"
"d5ee2e3bc8b33650f7c4a19afc1a20c9","INC0302008","Password","4 - Low","3 - Low","3 - Low (less than 100 users)","In Progress","Password loss or expired","","30.03.2026 09:22:34","","","","","IM NAI L2 Support","30.03.2026 11:38:46"
"aebf6277bcf3f25048ee1fdbfeb975b2","INC0302007","Device ICRC-at1RYU7x1M // GVA253655-2025 noncompliant in Intune","4 - Low","3 - Low","3 - Low (less than 100 users)","On Hold","Degraded Service","","30.03.2026 09:21:35","","","","","TI DIWP End User Computing","31.03.2026 18:27:18"
"632eaa7bbcb3f25048ee1fdbfeb9752d","INC0302006","TECH: IRIS_FAD: GL: IRIS Report: Server error","4 - Low","3 - Low","3 - Low (less than 100 users)","On Hold","Degraded Service","","30.03.2026 09:18:40","","","","","FAD L2 Support","02.04.2026 05:18:23"
"9f5e62f784b3f290edc2850207094f22","INC0302005","Remove user from the group","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Access rights","","30.03.2026 09:18:15","30.03.2026 11:43:45","","","","IM L2 Support","30.03.2026 11:43:45"
"3f8e6e33853bb250b210b11f4b121b99","INC0302004","Remote Access","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 09:17:21","30.03.2026 09:44:20","","","","LON ICT L2 Support","30.03.2026 09:44:20"
"03bd623b95b7f2505df6650d2f759de3","INC0302003","Entries for GVA paygroup not replicating in Strategic (FIFO Freeze)","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 09:16:36","30.03.2026 17:01:28","","","","TI EXPR HR RDCA","30.03.2026 17:01:28"
"ee7e2e37c8b33650f7c4a19afc1a200c","INC0302002","? Prometheus - gvacfsp2app07p.gva.icrc.priv - WindowsServerDiskSpaceUsage","4 - Low","3 - Low","3 - Low (less than 100 users)","In Progress","Degraded Service","","30.03.2026 09:16:06","","","","","TI DIWP Collaboration Productivity","30.03.2026 10:19:09"
"97cb2a3395b7f2505df6650d2f759dca","INC0302001","Ms Team and Internet issue","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 09:04:25","30.03.2026 09:05:14","","","","KAB ICT L2 Support","30.03.2026 09:05:14"
"725a62fb85b7b250b210b11f4b121bab","INC0302000","Redcall installation on mobile phone issue","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 09:04:14","01.04.2026 14:17:09","","","","L1 ServiceDesk","01.04.2026 14:17:09"
"2c2bae778473f290edc2850207094f55","INC0301999","can't use the screen camera","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 09:03:20","30.03.2026 12:00:29","","","","SAN ICT L2 Support","30.03.2026 12:00:29"
"493baa37c8733650f7c4a19afc1a2023","INC0301998","Phone","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware","","30.03.2026 09:02:11","30.03.2026 09:42:45","","","","SOK ICT L2 Support","30.03.2026 09:42:45"
"7dca26fb9577f2505df6650d2f759dce","INC0301997","UNABLE TO CONNECT TO DIRECT ACCESS","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware","","30.03.2026 09:01:55","30.03.2026 09:12:05","","","","LON ICT L2 Support","30.03.2026 09:12:05"
"9e1b2237c8733650f7c4a19afc1a20e6","INC0301996","Locked account","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Account Locked","","30.03.2026 09:01:21","30.03.2026 09:04:38","","","","L1 ServiceDesk","30.03.2026 09:04:38"
"760b2ef3c8733650f7c4a19afc1a209e","INC0301995","? Prometheus - 10.130.2.90 - CollectorNodeDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 09:01:07","30.03.2026 09:15:53","","","","TI TECH HC Cloud Native","30.03.2026 09:15:53"
"7d5a66f3bc73f25048ee1fdbfeb975a2","INC0301994","My AI Chat is not functioning ","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 08:59:31","30.03.2026 14:11:58","","","","L1 ServiceDesk","30.03.2026 14:11:58"
"5e0aa6bf8433f290edc2850207094f7d","INC0301993","Double screen not working","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware","","30.03.2026 08:58:20","30.03.2026 10:43:35","","","","TI GVA Workplace","30.03.2026 10:43:35"
"484ae23b7133fa5074144e981a49cfe5","INC0301992","[MASTER TICKET]  MS Outlook does not search recent messages","3 - Moderate","2 - Medium","2 - Medium (100-3'000 users)","On Hold","Degraded Service","","30.03.2026 08:57:40","","","","","TI DIWP Collaboration Productivity","01.04.2026 13:21:59"
"42c962bfc8333650f7c4a19afc1a20e3","INC0301991","Printer Issue","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware","","30.03.2026 08:56:41","30.03.2026 09:40:30","","","","SOK ICT L2 Support","30.03.2026 09:40:30"
"cee96af785b7b250b210b11f4b121be6","INC0301990","? Prometheus - KA1FGT - FortigateWanLatencyDeviation","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 08:56:09","30.03.2026 10:15:54","","","","KAB ICT L2 Support","30.03.2026 10:15:54"
"885926379577f2505df6650d2f759d5c","INC0301989","signal installation","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 08:56:07","30.03.2026 16:37:30","","","","L1 ServiceDesk","30.03.2026 16:37:30"
"8779ea3f8433f290edc2850207094f2c","INC0301988","No access to IRIS Customer Portal and PAM","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 08:54:18","30.03.2026 09:03:59","","","","L1 ServiceDesk","30.03.2026 09:03:59"
"f72822339577f2505df6650d2f759d20","INC0301987","mobile phone","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware","","30.03.2026 08:52:16","31.03.2026 09:25:54","","","","NAI ICT L2 Support","31.03.2026 09:25:54"
"d518e23f71ffba5074144e981a49cf52","INC0301986","Request N° 524897 (ON ERROR) - USER_CHECKOUT","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 08:48:11","30.03.2026 09:13:46","","","","TI User Management","30.03.2026 09:13:46"
"93082eff9537f2505df6650d2f759daf","INC0301985","ICRC Internal blocking external websites","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 08:48:02","31.03.2026 13:17:05","","","","L1 ServiceDesk","31.03.2026 13:17:05"
"f627aafb9537f2505df6650d2f759d8a","INC0301984","HR space and other external websites not working when using Edge","4 - Low","3 - Low","3 - Low (less than 100 users)","In Progress","Access rights","","30.03.2026 08:47:21","","","","","TI TECH CIS Networks","01.04.2026 09:26:17"
"3776a273c8333650f7c4a19afc1a20b5","INC0301983","Outlook","4 - Low","3 - Low","3 - Low (less than 100 users)","On Hold","Assistance","","30.03.2026 08:43:13","","","","","HAS ICT L2 Support","30.03.2026 16:03:41"
"d5a366b3c8fff250f7c4a19afc1a20ad","INC0301982","Can't receive the Actual quantities of meals for Altalh Patients for the OD 26005851","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Information","","30.03.2026 08:41:57","30.03.2026 09:23:21","","","","L1 ServiceDesk","30.03.2026 09:23:21"
"8ff1a27b9573f2505df6650d2f759d76","INC0301981","getting access to the ICRC app store on my mobile work phone","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 08:24:26","30.03.2026 15:14:42","","","","BAH ICT L2 Support","30.03.2026 15:14:42"
"6421eeffbcbfb25048ee1fdbfeb975e2","INC0301980","BitLocker key","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","BitLocker","","30.03.2026 08:17:49","31.03.2026 10:37:35","","","","AMM ICT L2 Support","31.03.2026 10:37:35"
"6dbf9af7bcbfb25048ee1fdbfeb97541","INC0301979","land line problem","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware","","30.03.2026 08:13:45","30.03.2026 15:09:10","","","","ADE ICT L2 Support","30.03.2026 15:09:10"
"ce002eb3717fba5074144e981a49cf1d","INC0301978","Outlook Search is not working well","4 - Low","3 - Low","3 - Low (less than 100 users)","On Hold","Degraded Service","","30.03.2026 08:13:01","","","","","TI DIWP Collaboration Productivity","01.04.2026 11:58:57"
"44af9673c8bff250f7c4a19afc1a201c","INC0301977","need to add email address as an auth. method","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 08:11:13","30.03.2026 08:12:17","","","","L1 ServiceDesk","30.03.2026 08:12:17"
"acfe1a37bcbfb25048ee1fdbfeb97575","INC0301976","updating apps","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware issue","","30.03.2026 08:11:11","30.03.2026 10:31:56","","","","ADE ICT L2 Support","30.03.2026 10:31:56"
"a29f16bf847fb290edc2850207094fbb","INC0301975","? Prometheus - gvaipamapp03p.gva.icrc.priv - SolidserverServFailCritical","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 08:11:07","30.03.2026 12:15:52","","","","TI TECH CIS Networks","30.03.2026 12:15:52"
"b00e963785f3b250b210b11f4b121bfd","INC0301974","Asking for support on downloading software","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 08:10:21","30.03.2026 15:14:21","","","","ADD ICT L2 Support","30.03.2026 15:14:21"
"f96f12b7bcbfb25048ee1fdbfeb97539","INC0301973","Excel file issue","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 08:10:15","30.03.2026 08:24:42","","","","L1 ServiceDesk","30.03.2026 08:24:42"
"462e9a37713fba5074144e981a49cf0f","INC0301972","Issue with VHF radio for Mob_18226","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware","","30.03.2026 08:09:16","01.04.2026 13:53:03","","","","JUB ICT L2 Support","01.04.2026 13:53:03"
"9ecedef3bcbfb25048ee1fdbfeb975a3","INC0301971","updating apps","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware issue","","30.03.2026 08:08:02","30.03.2026 10:32:12","","","","ADE ICT L2 Support","30.03.2026 10:32:12"
"567b1ebb85b3b250b210b11f4b121b57","INC0301970","Autoreply not working in STM","4 - Low","3 - Low","3 - Low (less than 100 users)","In Progress","Degraded Service","","30.03.2026 08:07:19","","","","","IM L2 Support","02.04.2026 10:48:14"
"f93e5e33bcbfb25048ee1fdbfeb9756d","INC0301969","Updating apps","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware issue","","30.03.2026 08:06:35","30.03.2026 10:31:37","","","","ADE ICT L2 Support","30.03.2026 10:31:37"
"fcdc5e3f843fb290edc2850207094f67","INC0301968","VPN Can't Connect","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 08:02:07","30.03.2026 09:11:04","","","","L1 ServiceDesk","30.03.2026 09:31:15"
"5cfb1ab7bc7fb25048ee1fdbfeb975ba","INC0301967","Provide BitLocker Key","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","BitLocker","","30.03.2026 07:57:56","30.03.2026 14:04:07","","","","ERB ICT L2 Support","30.03.2026 14:04:07"
"2a0b9637bc7fb25048ee1fdbfeb97519","INC0301966","Provide BitLocker Key","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","BitLocker","","30.03.2026 07:53:20","30.03.2026 14:03:49","","","","ERB ICT L2 Support","30.03.2026 14:03:49"
"f3da1237bc7fb25048ee1fdbfeb97598","INC0301965","External Monitor","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware","","30.03.2026 07:51:26","30.03.2026 13:00:02","","","","BEY ICT L2 Support","30.03.2026 13:00:02"
"e10b12f3843fb290edc2850207094f09","INC0301964","? Prometheus - OGUL1UPS01 - UpsTargetDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 07:51:07","30.03.2026 08:00:52","","","","AFC ICT L2 Support","30.03.2026 08:00:52"
"1568123bc83ff250f7c4a19afc1a205a","INC0301963","Difficulty accessing outlook,stm &JDE remotely","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 07:40:55","30.03.2026 08:13:51","","","","LON ICT L2 Support","30.03.2026 08:13:51"
"c08812fb957fb2505df6650d2f759d7c","INC0301962","Boxer installation","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 07:40:05","30.03.2026 07:40:51","","","","KAB ICT L2 Support","30.03.2026 07:40:51"
"d91852bb71bbba5074144e981a49cfb1","INC0301961","Lines (SO, ST,SE) sts 540 without shipment number and backorder qua is 0","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Data loss / corruption","","30.03.2026 07:38:17","30.03.2026 07:40:48","","","","LOG L2 Functional Support","30.03.2026 07:40:48"
"9918967b957fb2505df6650d2f759d98","INC0301960","Printer Installation","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 07:38:16","30.03.2026 07:38:52","","","","KAB ICT L2 Support","30.03.2026 07:38:52"
"d5c6da3771bbba5074144e981a49cf5c","INC0301957","Headphones not working","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware","","30.03.2026 07:34:17","30.03.2026 15:36:07","","","","NAI ICT L2 Support","30.03.2026 15:36:07"
"e906d6f3957fb2505df6650d2f759d16","INC0301956","Sim card no longer working","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Hardware","","30.03.2026 07:32:10","30.03.2026 10:22:21","","","","BGD ICT L2 Support","30.03.2026 10:22:21"
"b0a492fb717bba5074144e981a49cf7c","INC0301955","Software center","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 07:31:11","31.03.2026 16:11:06","","","","GSS ITSS SD L2 Support","31.03.2026 16:11:06"
"8ab516ff717bba5074144e981a49cf40","INC0301954","MFA setup","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Security","","30.03.2026 07:27:57","30.03.2026 07:29:03","","","","L1 ServiceDesk","30.03.2026 07:29:03"
"ecd412b38573b250b210b11f4b121ba7","INC0301953","equipment serial n° sent to   , SH :3712309 , DESTINATION : MANILIA .","4 - Low","3 - Low","3 - Low (less than 100 users)","In Progress","Assistance","","30.03.2026 07:25:38","","","","","TI Procurement","30.03.2026 09:48:47"
"ca745a3384bbb290edc2850207094fe0","INC0301952","Signal - Desktop application","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 07:23:59","30.03.2026 12:35:12","","","","L1 ServiceDesk","30.03.2026 12:35:12"
"a7d31afb953fb2505df6650d2f759df3","INC0301951","Bluetooth connections ","4 - Low","3 - Low","3 - Low (less than 100 users)","In Progress","Assistance","","30.03.2026 07:21:46","","","","","BAH ICT L2 Support","31.03.2026 16:06:33"
"ceb21a3bbcfbb25048ee1fdbfeb9750a","INC0301950","BitLocker key","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","BitLocker","","30.03.2026 07:14:50","30.03.2026 07:26:15","","","","AMM ICT L2 Support","30.03.2026 07:26:15"
"d95f8eb7713bba5074144e981a49cff9","INC0301949","Unable to book travel","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 07:08:30","31.03.2026 10:19:09","","","","Travel L2 Support","31.03.2026 10:19:09"
"9670de33bcfbb25048ee1fdbfeb975d5","INC0301948","Unable to log into Strategic ","4 - Low","3 - Low","3 - Low (less than 100 users)","On Hold","Degraded Service","","30.03.2026 07:06:56","","","","","L1 ServiceDesk","30.03.2026 10:03:34"
"755f8eb7713bba5074144e981a49cf0b","INC0301947","Global APO - WAD Request","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 07:05:58","31.03.2026 08:09:55","","","","FAD L2 Support","31.03.2026 08:09:55"
"cdfc8233713bba5074144e981a49cf7e","INC0301946","External sites cannot open","4 - Low","3 - Low","3 - Low (less than 100 users)","In Progress","Degraded Service","","30.03.2026 06:49:39","","","","","TI TECH CIS Networks","01.04.2026 09:27:00"
"b1b80a3f84b7b290edc2850207094f5e","INC0301945","? Prometheus - 10.130.2.90 - CollectorNodeDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 06:31:07","30.03.2026 06:45:53","","","","TI TECH HC Cloud Native","30.03.2026 06:45:53"
"0fee357f857f7250b210b11f4b121b13","INC0301944","Permission restricted when scheduling out-of-office via Teams","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 05:56:11","30.03.2026 12:23:22","","","","L1 ServiceDesk","30.03.2026 12:23:22"
"cf4df9777177ba5074144e981a49cfd3","INC0301943","Redirecting browser to another ","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 05:51:35","30.03.2026 06:14:05","","","","L1 ServiceDesk","30.03.2026 06:14:05"
"a38f71f78437b290edc2850207094f60","INC0301942","? Prometheus - gvaeaidb04p.gva.icrc.priv - EAIEmployeeErrors","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 05:51:06","30.03.2026 06:15:53","","","","TI TECH Integration Factory","30.03.2026 06:15:53"
"6d8cb5f37177ba5074144e981a49cfc9","INC0301941","MS Office Excel Problem","4 - Low","3 - Low","3 - Low (less than 100 users)","On Hold","Degraded Service","","30.03.2026 05:43:21","","","","","L1 ServiceDesk","30.03.2026 06:16:57"
"8637fd777137ba5074144e981a49cf99","INC0301940","Forti Client Connection Issue","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 05:14:42","30.03.2026 05:16:39","","","","KAB ICT L2 Support","30.03.2026 05:16:39"
"7566b1b384b3b290edc2850207094f0d","INC0301939","? Prometheus - BILI3 Starlink - StarlinkStatusFractionObstructed","4 - Low","3 - Low","3 - Low (less than 100 users)","In Progress","Degraded Service","","30.03.2026 05:11:07","","","","","COT ICT L2 Support","30.03.2026 11:33:12"
"f075313b853f7250b210b11f4b121b7f","INC0301938","IRIS-Frequent timeout","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 05:10:17","01.04.2026 12:23:01","","","","L1 ServiceDesk","01.04.2026 12:23:01"
"568f69f78433b290edc2850207094f42","INC0301937","? Prometheus - KYN Starlink - StarlinkStatusState","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 04:41:07","30.03.2026 05:00:52","","","","KYI ICT L2 Support","30.03.2026 05:00:52"
"dcbaad77bc77b25048ee1fdbfeb97597","INC0301936","VDI - Problem ","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 04:22:15","30.03.2026 04:39:22","","","","L1 ServiceDesk","30.03.2026 04:39:22"
"11e869bb84bf7290edc2850207094f82","INC0301935","Outlook Disconnection","4 - Low","3 - Low","3 - Low (less than 100 users)","In Progress","Degraded Service","","30.03.2026 04:15:20","","","","","TI TECH CIS Networks","30.03.2026 05:16:27"
"a066293384bf7290edc2850207094f9a","INC0301934","Request for Asia TS permission matrix + mapping of SC libraries' memberships","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 04:06:23","30.03.2026 11:41:48","","","","IM L2 Support","30.03.2026 11:41:48"
"cf35edfb847f7290edc2850207094f9f","INC0301933","? Prometheus - BMBI21.gva.icrc.priv - WindowsServerDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 03:56:07","30.03.2026 04:15:59","","","","BNG ICT L2 Support","30.03.2026 04:15:59"
"7235edfb847f7290edc2850207094f02","INC0301932","? Prometheus - BMBFGT - FortigateSiteDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 03:56:05","30.03.2026 04:15:55","","","","BNG ICT L2 Support","30.03.2026 04:15:55"
"1f146df7847f7290edc2850207094f48","INC0301931","? Prometheus - BMBH21.gva.icrc.priv - WindowsServerDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 03:51:12","30.03.2026 04:15:53","","","","BNG ICT L2 Support","30.03.2026 04:15:53"
"be142df7847f7290edc2850207094f90","INC0301930","? Prometheus - BMBD21.gva.icrc.priv - WindowsServerDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 03:51:10","30.03.2026 04:15:58","","","","BNG ICT L2 Support","30.03.2026 04:15:58"
"4a14e9f7847f7290edc2850207094fd3","INC0301929","? Prometheus - BMBA21.gva.icrc.priv - WindowsServerDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 03:51:08","30.03.2026 04:15:54","","","","BNG ICT L2 Support","30.03.2026 04:15:54"
"51f2a1f3847f7290edc2850207094f15","INC0301928","? Prometheus - bmb-pstn-gw - AudiocodesPingDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 03:46:09","30.03.2026 04:15:55","","","","BNG ICT L2 Support","30.03.2026 04:15:55"
"a4f261f3847f7290edc2850207094f86","INC0301927","? Prometheus - RRAD11FGT - FortigateSiteDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 03:46:07","30.03.2026 04:15:56","","","","BAG ICT L2 Support","30.03.2026 04:15:56"
"93c1adbf843f7290edc2850207094fc7","INC0301926","? Prometheus - AKYO02FGT - FortigateSiteDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 03:41:06","30.03.2026 03:45:52","","","","GAZ ICT L2 Support","30.03.2026 03:45:52"
"e53c993b857b7250b210b11f4b121b5c","INC0301925","Request for unlocking account for Lu Yin","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Account Locked","","30.03.2026 03:18:02","30.03.2026 03:22:19","","","","L1 ServiceDesk","30.03.2026 03:22:19"
"d08719b784bb7290edc2850207094fc5","INC0301924","? Prometheus - OGUL1UPS01 - UpsTargetDown","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 02:56:07","30.03.2026 03:30:53","","","","AFC ICT L2 Support","30.03.2026 03:30:53"
"6efc097fc873f250f7c4a19afc1a20f5","INC0301923","Error with e-learning module - cant progress","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Assistance","","30.03.2026 02:22:50","01.04.2026 05:07:40","","","","HR_LND L2 Support","01.04.2026 05:07:40"
"d835813784b77290edc2850207094fa8","INC0301922","? Prometheus - KYN Starlink - StarlinkStatusState","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 01:36:07","30.03.2026 01:45:52","","","","KYI ICT L2 Support","30.03.2026 01:45:52"
"5f04053384b77290edc2850207094f32","INC0301921","? Prometheus - gvaatapp05p.gva.icrc.priv - LinuxOutOfDiskSpace","4 - Low","3 - Low","3 - Low (less than 100 users)","Canceled","Degraded Service","","30.03.2026 01:31:08","","30.03.2026 08:49:06","","","TI TECH Operations Center","30.03.2026 08:49:06"
"b604813384b77290edc2850207094f39","INC0301920","? Prometheus - gvaatapp05p.gva.icrc.priv - LinuxOutOfDiskSpace","4 - Low","3 - Low","3 - Low (less than 100 users)","Resolved","Degraded Service","","30.03.2026 01:31:06","30.03.2026 08:48:01","","","","TI TECH Operations Center","30.03.2026 08:48:01"
